product_id,listing_price,sale_price,discount,revenue,price_label
CK9664,59.99,29.99,0.5,917.69,Average
EE8501,49.99,29.99,0.4,4156.61,Average
CL7602,47.99,23.99,0.5,734.09,Average
CL7494,45.99,22.99,0.5,1158.7,Budget
EE7923,59.99,35.99,0.4,5700.82,Average
EE5566,79.99,47.99,0.4,1986.79,Expensive
CI1821,47.99,23.99,0.5,345.46,Average
CJ0082,45.99,22.99,0.5,2648.45,Budget
CJ8062,59.99,29.99,0.5,2807.06,Average
EE6038,75.99,45.59,0.4,5744.34,Expensive
CM0068,12.99,7.79,0.4,827.3,Budget
CK9830,27.99,13.99,0.5,352.55,Budget
CJ0080,45.99,22.99,0.5,82.76,Budget
EG4957,79.99,79.99,0.0,5471.32,Expensive
BD7438,79.99,39.99,0.5,6118.47,Expensive
B75579,49.99,24.99,0.5,269.89,Average
CM0057,12.99,7.79,0.4,645.01,Budget
CL0206,14.99,7.49,0.5,121.34,Budget
CJ8058,59.99,29.99,0.5,4696.43,Average
BZ0086,79.99,39.99,0.5,2015.5,Expensive
CJ8117,45.99,22.99,0.5,3600.23,Budget
CJ8073,55.99,27.99,0.5,3325.21,Average
CL7551,47.99,23.99,0.5,2331.83,Average
AC8122,79.99,39.99,0.5,4750.81,Expensive
CM8453,199.99,99.99,0.5,179.98,Elite
EE3625,159.99,79.99,0.5,13534.31,Elite
CM0031,45.99,22.99,0.5,2027.72,Budget
EE7697,49.99,24.99,0.5,269.89,Average
F36159,52.99,26.49,0.5,4720.52,Average
F35028,19.99,9.99,0.5,1204.79,Budget
AC7042,99.99,49.99,0.5,4409.12,Elite
CJ8053,59.99,29.99,0.5,2267.24,Average
BC0836,89.99,44.99,0.5,7288.38,Expensive
F35275,65.99,32.99,0.5,5225.62,Expensive
CJ8115,45.99,22.99,0.5,1820.81,Budget
CJ8089,49.99,24.99,0.5,3328.67,Average
EE6128,59.99,35.99,0.4,1230.86,Average
CJ8118,45.99,22.99,0.5,2234.63,Budget
CL7328,47.99,23.99,0.5,3411.38,Average
CL7470,55.99,27.99,0.5,251.91,Average
CL7541,49.99,24.99,0.5,4318.27,Average
CL9928,35.99,21.59,0.4,1593.34,Budget
CM0045,15.99,9.59,0.4,138.1,Budget
CL7599,47.99,23.99,0.5,3454.56,Average
CM0069,12.99,7.79,0.4,308.48,Budget
CL7552,47.99,23.99,0.5,2936.38,Average
EE9816,65.99,32.99,0.5,178.15,Expensive
CL7545,55.99,27.99,0.5,2317.57,Average
EE5060,89.99,53.99,0.4,4859.1,Expensive
F36718,55.99,33.59,0.4,4534.65,Average
CL9927,35.99,21.59,0.4,2759.2,Budget
CL7285,42.99,21.49,0.5,1856.74,Budget
CL7471,55.99,27.99,0.5,1813.75,Average
B96360,79.99,39.99,0.5,503.87,Expensive
EE5778,89.99,53.99,0.4,6705.56,Expensive
EE4519,79.99,47.99,0.4,6133.12,Expensive
EE4504,79.99,47.99,0.4,5614.83,Expensive
EE4697,65.99,39.59,0.4,213.79,Expensive
CM0044,15.99,9.59,0.4,1277.39,Budget
EE6045,79.99,47.99,0.4,172.76,Expensive
CG6091,99.99,49.99,0.5,7558.49,Elite
G27834,139.99,69.99,0.5,4283.39,Elite
CL7598,47.99,23.99,0.5,2331.83,Average
EE4709,75.99,45.59,0.4,4021.04,Expensive
EE4948,119.99,71.99,0.4,4535.37,Elite
EE9671,69.99,41.99,0.4,3627.94,Expensive
EE7046,79.99,47.99,0.4,2159.55,Expensive
EF0451,49.99,34.99,0.3,3212.08,Average
EE4561,75.99,45.59,0.4,984.74,Expensive
CL7601,47.99,23.99,0.5,2202.28,Average
CL7330,47.99,23.99,0.5,1338.64,Average
CM6625,24.99,17.49,0.3,1290.76,Budget
FV3395,75.99,53.19,0.3,478.71,Expensive
EF9317,65.99,39.59,0.4,5558.44,Expensive
EF4954,79.99,55.99,0.3,9675.07,Expensive
EE7104,75.99,45.59,0.4,2133.61,Expensive
FV4070,79.99,55.99,0.3,5341.45,Expensive
FV3918,89.99,62.99,0.3,8843.8,Expensive
EE5055,49.99,29.99,0.4,4858.38,Average
CM6626,24.99,17.49,0.3,3022.27,Budget
CQ2030,159.99,79.99,0.5,11806.52,Elite
EE5292,75.99,45.59,0.4,5662.28,Expensive
BD8041,75.99,37.99,0.5,1436.02,Expensive
B37719,75.99,45.59,0.4,7221.46,Expensive
EE4505,79.99,47.99,0.4,2764.22,Expensive
CM0072,9.99,4.99,0.5,179.64,Budget
EF0795,65.99,39.59,0.4,3135.53,Expensive
EE5875,65.99,39.59,0.4,4917.08,Expensive
EE4947,119.99,71.99,0.4,8552.41,Elite
CM6627,24.99,17.49,0.3,2046.33,Budget
CQ2039,169.99,84.99,0.5,8566.99,Elite
CG6193,75.99,53.19,0.3,1436.13,Expensive
S82260,119.99,48.0,0.6,4406.4,Elite
EE4945,119.99,71.99,0.4,10884.89,Elite
EE7155,79.99,47.99,0.4,4923.77,Expensive
B44846,59.99,29.99,0.5,2321.23,Average
EE6044,79.99,47.99,0.4,7169.71,Expensive
EE7045,79.99,47.99,0.4,5355.68,Expensive
CL7646,26.99,21.59,0.2,1904.24,Budget
CL7346,29.99,23.99,0.2,1597.73,Budget
EE5777,89.99,53.99,0.4,3692.92,Expensive
AQ1210,99.99,49.99,0.5,7918.42,Elite
EF5925,79.99,55.99,0.3,9876.64,Expensive
EE7032,119.99,71.99,0.4,12051.13,Elite
EE7708,79.99,47.99,0.4,1554.88,Expensive
AQ1119,129.99,64.99,0.5,2690.59,Elite
F34311,79.99,39.99,0.5,4246.94,Expensive
CL7645,26.99,21.59,0.2,3497.58,Budget
EE5089,89.99,53.99,0.4,3595.73,Expensive
CL7565,49.99,24.99,0.5,2114.15,Average
G27727,79.99,39.99,0.5,3311.17,Expensive
B44697,79.99,39.99,0.5,6118.47,Expensive
CL7400,55.99,27.99,0.5,3425.98,Average
CL7437,52.99,26.49,0.5,3528.47,Average
CL7563,49.99,24.99,0.5,44.98,Average
CL7460,59.99,29.99,0.5,2591.14,Average
CL7507,49.99,24.99,0.5,0.0,Average
CM0061,12.99,7.79,0.4,196.31,Budget
F34308,79.99,39.99,0.5,4966.76,Expensive
CL7506,49.99,24.99,0.5,3733.51,Average
CL7344,29.99,23.99,0.2,3713.65,Budget
EE5318,109.99,65.99,0.4,10690.38,Elite
CL7564,49.99,24.99,0.5,2608.96,Average
CL7439,52.99,26.49,0.5,3480.79,Average
CL7345,29.99,23.99,0.2,475.0,Budget
CL7644,26.99,21.59,0.2,1243.58,Budget
CL7438,52.99,26.49,0.5,3719.2,Average
CK9843,27.99,16.79,0.4,1420.43,Budget
EE8738,89.99,53.99,0.4,7871.74,Expensive
CL7576,55.99,27.99,0.5,755.73,Average
CL7482,45.99,22.99,0.5,4055.44,Budget
EE6129,59.99,35.99,0.4,64.78,Average
EG3290,39.99,39.99,0.0,3671.08,Budget
CL7467,55.99,27.99,0.5,2871.77,Average
EF1426,99.99,49.99,0.5,4499.1,Elite
CL7264,49.99,29.99,0.4,4318.56,Average
CL7472,55.99,27.99,0.5,3778.65,Average
CL7560,45.99,22.99,0.5,3724.38,Budget
EE4574,75.99,45.59,0.4,5580.22,Expensive
CL7445,42.99,21.49,0.5,580.23,Budget
CL7404,39.99,19.99,0.5,2302.85,Budget
CL7515,52.99,26.49,0.5,3766.88,Average
EE4763,79.99,47.99,0.4,6046.74,Expensive
CL7616,39.99,23.99,0.4,2936.38,Budget
CL7591,42.99,21.49,0.5,889.69,Budget
CK9831,27.99,13.99,0.5,1762.74,Budget
EF2508,65.99,39.59,0.4,2993.0,Expensive
CL7495,45.99,22.99,0.5,3186.41,Budget
EE5592,109.99,65.99,0.4,6176.66,Elite
EE5304,129.99,77.99,0.4,4071.08,Elite
EE7242,79.99,47.99,0.4,8033.53,Expensive
CM0064,14.99,7.49,0.5,323.57,Budget
EE7885,65.99,39.59,0.4,71.26,Expensive
CM0049,14.99,8.99,0.4,1343.11,Budget
CL7548,47.99,23.99,0.5,2936.38,Average
CK1088,55.99,27.99,0.5,3677.89,Average
CL7263,49.99,24.99,0.5,2249.1,Average
CL7483,45.99,22.99,0.5,2524.3,Budget
F34340,65.99,32.99,0.5,2078.37,Expensive
CL7590,42.99,21.49,0.5,3790.84,Budget
CM0030,45.99,22.99,0.5,2027.72,Budget
CL7468,55.99,27.99,0.5,2519.1,Average
EE8076,55.99,33.59,0.4,3144.02,Average
CM5955,29.99,29.99,0.0,4912.36,Budget
B44870,29.99,29.99,0.0,2753.08,Budget
CL7265,49.99,24.99,0.5,3643.54,Average
CL7484,45.99,22.99,0.5,1986.34,Budget
CL7537,59.99,35.99,0.4,6348.64,Average
EE8088,45.99,27.59,0.4,446.96,Budget
CL7577,55.99,27.99,0.5,1763.37,Average
CM0058,12.99,7.79,0.4,1093.72,Budget
EE7698,49.99,29.99,0.4,4858.38,Average
CM0009,59.99,29.99,0.5,809.73,Average
EE7884,69.99,41.99,0.4,151.16,Expensive
F36922,79.99,39.99,0.5,5614.6,Expensive
DB3114,75.99,37.99,0.5,3213.95,Expensive
F36217,49.99,24.99,0.5,1079.57,Average
EE8272,49.99,29.99,0.4,1889.37,Average
CL7538,49.99,24.99,0.5,3283.69,Average
EF0695,79.99,47.99,0.4,3714.43,Expensive
DB3599,99.99,49.99,0.5,3149.37,Elite
CL7321,35.99,21.59,0.4,2059.69,Budget
DB2117,79.99,39.99,0.5,5974.51,Expensive
EE4698,65.99,39.59,0.4,3206.79,Expensive
B28166,79.99,39.99,0.5,4750.81,Expensive
DB3259,75.99,37.99,0.5,5128.65,Expensive
EE5534,79.99,47.99,0.4,8119.91,Expensive
EF0811,79.99,39.99,0.5,431.89,Expensive
CK9723,37.99,18.99,0.5,2221.83,Budget
CL7322,35.99,21.59,0.4,1399.03,Budget
CG6021,119.99,59.99,0.5,2699.55,Elite
CG6188,139.99,69.99,0.5,1007.86,Elite
BD7685,79.99,39.99,0.5,5398.65,Expensive
BD7475,75.99,37.99,0.5,6427.91,Expensive
EF9226,75.99,45.59,0.4,4677.53,Expensive
F34668,65.99,32.99,0.5,4572.41,Expensive
EE8257,37.99,22.79,0.4,1066.57,Budget
B37973,119.99,59.99,0.5,3995.33,Elite
EE7068,75.99,45.59,0.4,1969.49,Expensive
EH1363,59.99,59.99,0.0,647.89,Average
EE5772,89.99,53.99,0.4,8163.29,Expensive
EF2437,179.99,89.99,0.5,4049.55,Elite
CM0070,12.99,7.79,0.4,1388.18,Budget
D96760,119.99,59.99,0.5,971.84,Elite
CM0077,12.99,7.79,0.4,490.77,Budget
CM0091,14.99,7.49,0.5,337.05,Budget
CL7550,47.99,23.99,0.5,561.37,Average
F36675,39.99,23.99,0.4,1943.19,Budget
EF1065,65.99,39.59,0.4,2422.91,Expensive
EH1361,59.99,59.99,0.0,1403.77,Average
CL0243,12.99,6.49,0.5,700.92,Budget
CG6177,139.99,69.99,0.5,11464.36,Elite
FV3288,79.99,79.99,0.0,4751.41,Expensive
EE4949,119.99,71.99,0.4,5053.7,Elite
BB2344,99.99,40.0,0.6,2448.0,Elite
EE6080,59.99,29.99,0.5,3616.79,Average
EE6047,79.99,47.99,0.4,7169.71,Expensive
EF0078,75.99,45.59,0.4,4021.04,Expensive
EE5565,79.99,47.99,0.4,5528.45,Expensive
EF4965,79.99,79.99,0.0,2591.68,Expensive
EE4946,119.99,71.99,0.4,9589.07,Elite
B37090,99.99,49.99,0.5,7288.54,Elite
F36516,42.99,25.79,0.4,1392.66,Budget
DB3112,59.99,29.99,0.5,3454.85,Average
EH1366,59.99,59.99,0.0,7774.7,Average
CG6164,79.99,39.99,0.5,6262.43,Expensive
EE4959,119.99,71.99,0.4,5572.03,Elite
EF2438,179.99,107.99,0.4,2915.73,Elite
F35567,69.99,34.99,0.5,5101.54,Expensive
EE8165,55.99,33.59,0.4,3264.95,Average
EE5846,65.99,39.59,0.4,1068.93,Expensive
F34846,55.99,27.99,0.5,856.49,Average
B41663,79.99,39.99,0.5,2159.46,Expensive
CK9690,42.99,21.49,0.5,2823.79,Budget
EE7927,65.99,32.99,0.5,1603.31,Expensive
CK9688,49.99,24.99,0.5,1934.23,Average
CK9424,52.99,26.49,0.5,2336.42,Average
CK9430,55.99,27.99,0.5,4030.56,Average
CG6228,119.99,59.99,0.5,7018.83,Elite
DB3600,99.99,49.99,0.5,7828.43,Elite
EE9892,89.99,44.99,0.5,3482.23,Expensive
CL7461,45.99,22.99,0.5,2400.16,Budget
CK9678,49.99,24.99,0.5,0.0,Average
CK9696,45.99,22.99,0.5,3889.91,Budget
CK9695,45.99,22.99,0.5,2151.86,Budget
CK9683,49.99,24.99,0.5,1754.3,Average
CK9692,49.99,24.99,0.5,944.62,Average
EE7919,59.99,29.99,0.5,4696.43,Average
CL7517,52.99,26.49,0.5,2002.64,Average
CK9698,45.99,22.99,0.5,331.06,Budget
CK9418,55.99,27.99,0.5,3728.27,Average
EF0322,129.99,77.99,0.4,3228.79,Elite
CK9427,52.99,26.49,0.5,2813.24,Average
EF0435,55.99,27.99,0.5,4987.82,Average
CJ8090,49.99,24.99,0.5,1259.5,Average
CL7542,49.99,24.99,0.5,4363.25,Average
CL7311,35.99,17.99,0.5,712.4,Budget
EE8028,59.99,29.99,0.5,809.73,Average
CL7398,55.99,27.99,0.5,1410.7,Average
CL7306,39.99,19.99,0.5,2518.74,Budget
CK9697,45.99,22.99,0.5,1779.43,Budget
CI9915,49.99,24.99,0.5,2923.83,Average
CK9590,52.99,26.49,0.5,2431.78,Average
CL7458,59.99,29.99,0.5,4804.4,Average
CI9913,49.99,24.99,0.5,4318.27,Average
CL7459,59.99,29.99,0.5,3994.67,Average
CI9991,49.99,24.99,0.5,2608.96,Average
F36996,55.99,27.99,0.5,100.76,Average
CJ7974,52.99,26.49,0.5,2527.15,Average
CL7588,42.99,21.49,0.5,309.46,Budget
CL7407,39.99,19.99,0.5,3274.36,Budget
CL7406,39.99,19.99,0.5,3058.47,Budget
CK9420,55.99,27.99,0.5,100.76,Average
CL7389,55.99,27.99,0.5,2015.28,Average
CL7516,52.99,26.49,0.5,1335.1,Average
CI9989,49.99,24.99,0.5,809.68,Average
CL7405,39.99,19.99,0.5,1763.12,Budget
CL7473,55.99,27.99,0.5,151.15,Average
CJ8110,45.99,22.99,0.5,289.67,Budget
CJ8019,45.99,22.99,0.5,2193.25,Budget
CK9604,45.99,22.99,0.5,1075.93,Budget
CK9431,55.99,27.99,0.5,2468.72,Average
EE7289,59.99,35.99,0.4,3757.36,Average
B75580,49.99,24.99,0.5,3553.58,Average
CK9432,55.99,27.99,0.5,856.49,Average
EE4925,119.99,71.99,0.4,12051.13,Elite
EE4953,119.99,71.99,0.4,4146.62,Elite
CL7469,55.99,27.99,0.5,4887.05,Average
EF8858,79.99,47.99,0.4,2505.08,Expensive
EF9219,75.99,45.59,0.4,7303.52,Expensive
CL7513,52.99,26.49,0.5,2956.28,Average
EE7098,89.99,53.99,0.4,2138.0,Expensive
CL7425,45.99,22.99,0.5,3517.47,Budget
CL7508,49.99,24.99,0.5,2114.15,Average
EE7292,55.99,33.59,0.4,2297.56,Average
CL7589,42.99,21.49,0.5,1547.28,Budget
CJ8061,59.99,29.99,0.5,4966.34,Average
EE5847,65.99,39.59,0.4,1425.24,Expensive
CK9686,49.99,24.99,0.5,1934.23,Average
EE4567,75.99,45.59,0.4,6975.27,Expensive
EE5585,79.99,47.99,0.4,3196.13,Expensive
B96519,69.99,34.99,0.5,1952.44,Expensive
B96563,65.99,26.4,0.6,760.32,Expensive
CL7547,55.99,27.99,0.5,2116.04,Average
EE4563,75.99,45.59,0.4,6729.08,Expensive
F36475,52.99,26.49,0.5,4005.29,Average
FV8794,55.99,55.99,0.0,4434.41,Average
EE5177,129.99,77.99,0.4,10669.03,Elite
CL7582,45.99,22.99,0.5,496.58,Budget
F36339,49.99,49.99,0.0,3509.3,Average
EF1963,79.99,47.99,0.4,1036.58,Expensive
F34442,45.99,22.99,0.5,1075.93,Budget
EE9933,55.99,55.99,0.0,8969.6,Average
EE6090,59.99,35.99,0.4,1036.51,Average
B75583,47.99,23.99,0.5,3281.83,Average
EE7922,59.99,29.99,0.5,5020.33,Average
EE5081,49.99,24.99,0.5,2294.08,Average
EE4678,79.99,47.99,0.4,2936.99,Expensive
CM0076,12.99,7.79,0.4,546.86,Budget
B28156,79.99,47.99,0.4,4664.63,Expensive
EF0527,49.99,49.99,0.0,7288.54,Average
EE4566,75.99,45.59,0.4,4923.72,Expensive
EE8302,49.99,49.99,0.0,1709.66,Average
CM0075,9.99,5.99,0.4,614.57,Budget
EF0152,55.99,55.99,0.0,1612.51,Average
CM0093,14.99,8.99,0.4,32.36,Budget
F36218,49.99,49.99,0.0,3509.3,Average
CM0083,9.99,5.99,0.4,625.36,Budget
CM0078,12.99,7.79,0.4,532.84,Budget
CM0079,12.99,7.79,0.4,897.41,Budget
CM0074,9.99,5.99,0.4,237.2,Budget
CM0073,9.99,5.99,0.4,1002.73,Budget
CM0092,14.99,8.99,0.4,873.83,Budget
EG8672,55.99,55.99,0.0,2721.11,Average
EG8480,45.99,45.99,0.0,6622.56,Budget
EG3148,45.99,45.99,0.0,745.04,Budget
CM0082,9.99,5.99,0.4,312.68,Budget
EG3185,49.99,49.99,0.0,2789.44,Average
EG4006,55.99,55.99,0.0,100.78,Average
EG4007,55.99,55.99,0.0,9473.51,Average
EH1178,49.99,49.99,0.0,5848.83,Average
EG4316,65.99,65.99,0.0,712.69,Expensive
EG3253,49.99,49.99,0.0,6028.79,Average
EG4314,65.99,65.99,0.0,4276.15,Expensive
EH1379,55.99,55.99,0.0,4535.19,Average
EH2586,55.99,55.99,0.0,403.13,Average
EG3698,49.99,49.99,0.0,989.8,Average
EH0165,49.99,49.99,0.0,3149.37,Average
EH1211,55.99,55.99,0.0,8566.47,Average
CK9665,59.99,29.99,0.5,3886.7,Average
CK9663,59.99,29.99,0.5,3994.67,Average
EG3953,65.99,65.99,0.0,9146.21,Expensive
EG4176,49.99,49.99,0.0,1259.75,Average
CI9916,49.99,24.99,0.5,3778.49,Average
EG4175,49.99,49.99,0.0,8458.31,Average
EG4004,55.99,55.99,0.0,1713.29,Average
CJ8068,55.99,27.99,0.5,3022.92,Average
EE9731,55.99,27.99,0.5,4987.82,Average
CK9591,52.99,26.49,0.5,1668.87,Average
CK9648,45.99,22.99,0.5,1489.75,Budget
CK9602,45.99,22.99,0.5,1531.13,Budget
F34491,59.99,29.99,0.5,3184.94,Average
CK9693,49.99,24.99,0.5,3958.42,Average
CJ8013,49.99,24.99,0.5,3463.61,Average
CL7567,49.99,24.99,0.5,1394.44,Average
CK9694,49.99,24.99,0.5,2833.87,Average
CL7604,42.99,21.49,0.5,1315.19,Budget
CL7488,39.99,19.99,0.5,2626.69,Budget
CK9436,42.99,21.49,0.5,1585.96,Budget
CK9592,52.99,26.49,0.5,95.36,Average
CL7366,37.99,22.79,0.4,3445.85,Budget
CK9661,55.99,27.99,0.5,3526.74,Average
CK9650,45.99,22.99,0.5,1944.95,Budget
CL7415,45.99,27.59,0.4,4668.23,Budget
CL7626,45.99,27.59,0.4,2383.78,Budget
CJ7990,55.99,27.99,0.5,1511.46,Average
CL7534,59.99,35.99,0.4,6348.64,Average
CL7413,45.99,27.59,0.4,198.65,Budget
CK9500,45.99,22.99,0.5,1282.84,Budget
CL7369,37.99,22.79,0.4,3240.74,Budget
EE8156,59.99,35.99,0.4,6219.07,Average
CL7607,42.99,21.49,0.5,812.32,Budget
CL7385,55.99,33.59,0.4,967.39,Average
EE9856,69.99,41.99,0.4,6122.14,Expensive
EE8260,55.99,33.59,0.4,2176.63,Average
EE8448,55.99,33.59,0.4,5743.89,Average
EE8181,69.99,41.99,0.4,2116.3,Expensive
CK9682,49.99,24.99,0.5,989.6,Average
CL7377,49.99,29.99,0.4,4426.52,Average
CL7605,42.99,21.49,0.5,270.77,Budget
EE9734,55.99,33.59,0.4,1934.78,Average
EF1053,69.99,41.99,0.4,5290.74,Expensive
EE7925,65.99,39.59,0.4,1567.76,Expensive
CL7614,39.99,23.99,0.4,1986.37,Budget
EE9847,69.99,41.99,0.4,1587.22,Expensive
EG3289,39.99,39.99,0.0,2447.39,Budget
CL7615,39.99,23.99,0.4,3713.65,Budget
CL7276,49.99,24.99,0.5,44.98,Average
CL7453,52.99,31.79,0.4,1144.44,Average
CL7329,47.99,28.79,0.4,51.82,Average
CL7387,55.99,33.59,0.4,1511.55,Average
CM4762,45.99,45.99,0.0,3062.93,Budget
CM4984,24.99,24.99,0.0,4273.29,Budget
CM4691,37.99,37.99,0.0,3624.25,Budget
CM4826,29.99,29.99,0.0,2645.12,Budget
CM0015,49.99,24.99,0.5,3553.58,Average
EE8603,79.99,47.99,0.4,7774.38,Expensive
CL7496,45.99,27.59,0.4,4171.61,Budget
EE8444,55.99,33.59,0.4,1148.78,Average
CM0014,49.99,24.99,0.5,0.0,Average
CM4737,35.99,35.99,0.0,259.13,Budget
EF0440,55.99,33.59,0.4,3809.11,Average
EE9748,59.99,35.99,0.4,2785.63,Average
EG4223,49.99,49.99,0.0,1889.62,Average
CM0013,49.99,24.99,0.5,1574.37,Average
B44880,69.99,41.99,0.4,1738.39,Expensive
F34876,69.99,41.99,0.4,3023.28,Expensive
EE8836,79.99,79.99,0.0,2015.75,Expensive
EF0523,55.99,33.59,0.4,5743.89,Average
EH1858,49.99,49.99,0.0,1799.64,Average
EG3821,55.99,55.99,0.0,2116.42,Average
EF4458,75.99,75.99,0.0,12036.82,Expensive
EG3291,39.99,39.99,0.0,5902.52,Budget
EF5928,75.99,75.99,0.0,13541.42,Expensive
EH1859,49.99,49.99,0.0,4769.05,Average
CM4828,29.99,29.99,0.0,809.73,Budget
EG3295,39.99,39.99,0.0,2519.37,Budget
CM4985,24.99,24.99,0.0,2563.97,Budget
CM4964,32.99,32.99,0.0,475.06,Budget
CM4690,37.99,37.99,0.0,1777.93,Budget
EF4970,79.99,79.99,0.0,3455.57,Expensive
CM0010,59.99,29.99,0.5,4048.65,Average
EF6877,79.99,79.99,0.0,2447.69,Expensive
FW6635,109.99,109.99,0.0,6731.39,Elite
CM4760,45.99,45.99,0.0,5132.48,Budget
DB3258,75.99,75.99,0.0,5197.72,Expensive
EF4375,119.99,119.99,0.0,3671.69,Elite
EE7159,75.99,75.99,0.0,4513.81,Expensive
CM4983,24.99,24.99,0.0,3598.56,Budget
EE8925,79.99,79.99,0.0,6479.19,Expensive
G27722,79.99,79.99,0.0,10366.7,Expensive
EG2012,89.99,89.99,0.0,2105.77,Expensive
EG9825,65.99,65.99,0.0,5701.54,Expensive
EF4966,79.99,79.99,0.0,10222.72,Expensive
EH1389,79.99,79.99,0.0,6623.17,Expensive
EG9824,65.99,65.99,0.0,10215.25,Expensive
EF6058,65.99,65.99,0.0,10571.6,Expensive
EF6508,79.99,79.99,0.0,4895.39,Expensive
EG5475,79.99,79.99,0.0,13390.33,Expensive
EF5320,89.99,89.99,0.0,14254.42,Expensive
EF5642,79.99,79.99,0.0,1007.87,Expensive
EE7160,75.99,75.99,0.0,12310.38,Expensive
EF5547,85.99,85.99,0.0,13620.82,Expensive
EG7753,75.99,75.99,0.0,2188.51,Expensive
EF5549,85.99,85.99,0.0,12227.78,Expensive
EF5314,89.99,89.99,0.0,1619.82,Expensive
EF4933,75.99,75.99,0.0,3282.77,Expensive
EG9829,89.99,89.99,0.0,1943.78,Expensive
EG7876,75.99,75.99,0.0,12857.51,Expensive
EF4935,75.99,75.99,0.0,11489.69,Expensive
EF4983,79.99,79.99,0.0,1871.77,Expensive
EF4374,119.99,119.99,0.0,20086.33,Elite
EH3522,79.99,79.99,0.0,6191.23,Expensive
EG0576,79.99,79.99,0.0,9646.79,Expensive
EF6507,79.99,79.99,0.0,431.95,Expensive
EF5386,89.99,89.99,0.0,11824.69,Expensive
CL7520,52.99,31.79,0.4,5207.2,Average
EG0578,79.99,79.99,0.0,7631.05,Expensive
EG6920,79.99,79.99,0.0,4175.48,Expensive
EG6846,79.99,79.99,0.0,4031.5,Expensive
EE9854,69.99,41.99,0.4,4534.92,Expensive
CL7456,52.99,31.79,0.4,2059.99,Average
EE9733,55.99,33.59,0.4,2478.94,Average
CL7333,35.99,21.59,0.4,2720.34,Budget
EE9729,55.99,33.59,0.4,5320.66,Average
EG6845,79.99,79.99,0.0,11086.61,Expensive
EE8202,69.99,41.99,0.4,7180.29,Expensive
CL7361,32.99,19.79,0.4,641.2,Budget
EE8265,55.99,33.59,0.4,1511.55,Average
EE8604,79.99,47.99,0.4,6651.41,Expensive
EF1052,69.99,41.99,0.4,5139.58,Expensive
EF1051,69.99,41.99,0.4,4005.85,Expensive
EE9732,55.99,33.59,0.4,3809.11,Average
